loan_id,credit_score,ltv_ratio,dti_ratio,loan_amount,loan_age_months,original_interest_rate,num_units,occupancy_type,loan_purpose,state,property_value,num_borrowers,months_since_last_payment,is_delinquent,refinance_probability,loan_status,servicing_fee,next_payment_date
FMAC-00784,722,63.28,26.28,705675,269,7.463,1,Investment,Cash-Out Refinance,CA,112636,2,0,0,0.322,Current,147.02,2027-02-23
FMAC-00785,719,71.03,42.64,855404,186,9.603,1,Primary,Refinance,PA,521976,1,0,0,0.304,Foreclosure,178.21,2027-02-24
FMAC-00786,755,84.93,32.49,573377,131,6.49,1,Second Home,Refinance,IL,629254,1,0,0,0.338,Current,119.45,2027-02-25
FMAC-00787,738,89.75,41.16,753166,291,6.129,1,Primary,Purchase,NC,867111,1,2,0,0.311,90+ DQ,156.91,2027-02-26
FMAC-00788,712,74.23,29.15,869404,277,5.211,1,Primary,Refinance,NY,1004846,1,0,0,0.517,Current,181.13,2027-02-27
FMAC-00789,675,69.04,39.81,753616,320,8.424,1,Primary,Refinance,PA,703986,2,0,0,0.43,Current,157.0,2027-02-28
FMAC-00790,563,99.34,51.03,446047,351,5.414,4,Primary,Purchase,AZ,665770,2,0,1,0.37,Paid Off,92.93,2027-03-01
FMAC-00791,710,104.08,43.86,598790,180,8.671,1,Primary,Refinance,GA,340275,1,0,1,0.286,Current,124.75,2027-03-02
FMAC-00792,694,92.68,33.88,229725,290,5.281,1,Primary,Refinance,CA,1151574,2,1,1,0.479,Current,47.86,2027-03-03
FMAC-00793,699,79.28,40.57,707867,163,7.564,1,Primary,Cash-Out Refinance,FL,997465,2,1,1,0.568,Current,147.47,2027-03-04
FMAC-00794,590,65.88,35.59,559885,271,4.591,1,Primary,Purchase,CA,1136325,2,0,0,0.233,30-Day DQ,116.64,2027-03-05
FMAC-00795,604,65.54,38.08,119339,96,5.97,1,Primary,Refinance,IL,265720,1,0,0,0.506,Current,24.86,2027-03-06
FMAC-00796,753,85.84,34.74,498973,262,6.526,1,Investment,Purchase,CA,1078127,2,0,0,0.507,Current,103.95,2027-03-07
FMAC-00797,677,84.28,36.36,384543,353,5.783,1,Primary,Refinance,IL,964465,1,0,0,0.397,Current,80.11,2027-03-08
FMAC-00798,727,99.02,40.12,910445,288,6.297,1,Primary,Cash-Out Refinance,PA,970912,2,1,0,0.413,Current,189.68,2027-03-09
FMAC-00799,681,87.76,28.07,487922,83,6.303,1,Primary,Purchase,CA,990432,2,0,1,0.481,Current,101.65,2027-03-10
FMAC-00800,682,55.45,27.84,632197,225,7.468,2,Primary,Purchase,PA,505234,2,0,0,0.398,Current,131.71,2027-03-11
FMAC-00801,745,93.78,24.11,598993,223,3.996,1,Primary,Refinance,GA,104476,2,0,0,0.71,Current,124.79,2027-03-12
FMAC-00802,643,63.03,22.0,792932,118,5.824,1,Primary,Purchase,GA,1126875,2,0,0,0.477,Current,165.19,2027-03-13
FMAC-00803,686,72.24,25.83,559095,192,8.006,1,Primary,Purchase,IL,720056,1,0,0,0.466,Current,116.48,2027-03-14
FMAC-00804,647,81.75,39.59,237541,79,7.175,1,Second Home,Purchase,NC,293585,2,2,1,0.458,Foreclosure,49.49,2027-03-15
FMAC-00805,649,105.0,29.07,212385,78,8.026,1,Investment,Cash-Out Refinance,GA,317483,1,0,1,0.448,Current,44.25,2027-03-16
FMAC-00806,658,105.0,43.14,481063,147,7.411,1,Investment,Cash-Out Refinance,OH,902651,1,1,0,0.326,Current,100.22,2027-03-17
FMAC-00807,695,87.1,38.35,221002,107,5.2,1,Primary,Refinance,CA,573119,2,0,0,0.512,30-Day DQ,46.04,2027-03-18
FMAC-00808,646,75.25,18.31,83285,271,7.293,1,Primary,Refinance,OH,893287,2,0,1,0.402,Current,17.35,2027-03-19
FMAC-00809,767,86.02,44.55,465781,244,6.62,1,Primary,Refinance,CA,561849,2,0,0,0.364,Current,97.04,2027-03-20
FMAC-00810,617,91.31,46.11,640151,73,9.222,1,Primary,Purchase,TX,756444,2,0,0,0.424,Current,133.36,2027-03-21
FMAC-00811,666,73.19,28.06,227776,357,7.463,1,Primary,Purchase,PA,253016,2,1,0,0.2,30-Day DQ,47.45,2027-03-22
FMAC-00812,649,104.93,42.2,735915,354,7.128,1,Primary,Refinance,IL,1051425,1,0,1,0.55,Current,153.32,2027-03-23
FMAC-00813,781,81.45,29.44,625611,26,7.303,3,Second Home,Cash-Out Refinance,AZ,806757,1,0,0,0.186,60-Day DQ,130.34,2027-03-24
FMAC-00814,693,85.47,38.98,413112,210,7.063,1,Primary,Refinance,AZ,642358,2,0,1,0.402,Current,86.06,2027-03-25
FMAC-00815,752,87.99,25.36,133915,92,7.03,1,Primary,Refinance,NY,870741,1,0,1,0.513,Current,27.9,2027-03-26
FMAC-00816,576,84.32,20.07,451687,125,6.18,1,Primary,Refinance,NC,156690,2,0,0,0.334,Current,94.1,2027-03-27
FMAC-00817,698,90.58,34.17,745979,73,7.143,1,Primary,Purchase,IL,845371,2,0,1,0.457,Paid Off,155.41,2027-03-28
FMAC-00818,742,68.74,36.76,283462,123,7.638,1,Second Home,Refinance,GA,685422,2,0,0,0.426,Current,59.05,2027-03-29
FMAC-00819,685,69.63,34.02,864278,309,7.772,1,Primary,Purchase,FL,622386,2,0,0,0.422,Current,180.06,2027-03-30
FMAC-00820,754,61.5,26.16,587553,184,7.627,3,Primary,Purchase,NC,552655,1,0,0,0.36,Current,122.41,2027-03-31
FMAC-00821,643,84.59,34.0,546389,187,8.31,1,Primary,Refinance,NC,393633,2,0,1,0.321,Current,113.83,2027-04-01
FMAC-00822,778,89.68,40.69,453410,198,7.847,1,Primary,Refinance,FL,1171754,1,0,0,0.229,Current,94.46,2027-04-02
FMAC-00823,840,84.87,37.55,893171,78,7.254,1,Primary,Purchase,PA,288791,1,0,0,0.399,Current,186.08,2027-04-03
FMAC-00824,654,103.12,39.83,520924,348,5.128,1,Investment,Refinance,NC,1051077,1,0,1,0.587,Current,108.53,2027-04-04
FMAC-00825,648,77.92,31.3,732329,186,5.128,1,Investment,Refinance,TX,526904,2,0,0,0.449,Current,152.57,2027-04-05
FMAC-00826,781,88.03,49.72,133019,344,6.202,1,Primary,Refinance,NC,735754,2,0,1,0.411,60-Day DQ,27.71,2027-04-06
FMAC-00827,790,61.62,26.24,287226,253,6.556,1,Primary,Cash-Out Refinance,NY,218292,2,0,0,0.597,Paid Off,59.84,2027-04-07
FMAC-00828,643,72.19,42.88,313169,13,8.178,1,Primary,Purchase,OH,336424,2,0,0,0.357,Current,65.24,2027-04-08
FMAC-00829,650,88.43,49.82,611661,299,3.164,2,Primary,Cash-Out Refinance,AZ,146475,2,0,0,0.609,Current,127.43,2027-04-09
FMAC-00830,660,90.74,42.81,770641,76,5.26,1,Second Home,Refinance,PA,1099044,2,0,1,0.543,Current,160.55,2027-04-10
FMAC-00831,585,73.59,35.97,624475,51,6.267,3,Primary,Refinance,IL,110272,2,0,1,0.433,Current,130.1,2027-04-11
FMAC-00832,615,76.93,32.72,934295,275,5.304,1,Investment,Refinance,GA,1023716,2,0,0,0.556,Current,194.64,2027-04-12
FMAC-00833,609,55.23,48.36,702215,149,5.542,1,Primary,Purchase,TX,208644,2,2,1,0.577,Current,146.29,2027-04-13
FMAC-00834,626,72.64,23.77,842473,219,5.901,1,Primary,Purchase,PA,306308,1,0,1,0.554,Paid Off,175.52,2027-04-14
FMAC-00835,677,91.36,28.3,426229,122,5.365,1,Primary,Refinance,OH,981948,2,3,1,0.587,Current,88.8,2027-04-15
FMAC-00836,696,86.63,34.02,197996,211,5.573,1,Primary,Purchase,NY,337957,1,0,1,0.269,Current,41.25,2027-04-16
FMAC-00837,788,85.51,50.38,643508,280,8.136,1,Primary,Refinance,OH,521841,2,0,0,0.257,Current,134.06,2027-04-17
FMAC-00838,610,78.75,41.8,472647,26,7.237,1,Primary,Purchase,IL,480457,2,0,0,0.359,Current,98.47,2027-04-18
FMAC-00839,748,78.11,28.32,595971,173,7.417,1,Primary,Purchase,FL,549694,2,0,1,0.324,90+ DQ,124.16,2027-04-19
FMAC-00840,665,68.1,34.9,611930,156,6.459,1,Primary,Purchase,GA,915799,2,0,0,0.37,Current,127.49,2027-04-20
FMAC-00841,676,88.48,31.86,159971,238,7.713,1,Primary,Refinance,FL,801173,2,0,0,0.48,Paid Off,33.33,2027-04-21
FMAC-00842,727,84.31,30.9,659844,82,7.517,1,Primary,Purchase,CA,644409,2,3,1,0.41,Current,137.47,2027-04-22
FMAC-00843,601,85.38,47.79,506976,356,7.218,1,Primary,Refinance,NY,425786,1,0,1,0.398,Current,105.62,2027-04-23
FMAC-00844,706,70.11,24.28,904624,273,5.715,1,Primary,Purchase,GA,478808,2,3,1,0.449,Paid Off,188.46,2027-04-24
FMAC-00845,691,45.7,54.09,597473,68,5.97,1,Primary,Refinance,IL,603148,2,0,0,0.421,Current,124.47,2027-04-25
FMAC-00846,714,94.46,46.28,477597,44,7.77,1,Primary,Purchase,PA,772538,2,0,0,0.365,Current,99.5,2027-04-26
FMAC-00847,700,70.82,48.91,831943,61,5.88,1,Second Home,Purchase,AZ,167258,2,0,0,0.604,30-Day DQ,173.32,2027-04-27
FMAC-00848,850,65.06,33.37,492774,123,4.954,1,Primary,Refinance,GA,281122,1,0,0,0.325,Current,102.66,2027-04-28
FMAC-00849,635,88.4,36.5,372926,349,5.857,1,Primary,Refinance,PA,949039,2,0,1,0.593,Current,77.69,2027-04-29
FMAC-00850,642,72.12,23.67,346926,196,8.371,2,Primary,Purchase,PA,165638,2,3,0,0.595,Current,72.28,2027-04-30
FMAC-00851,636,93.9,32.75,826777,330,5.858,4,Second Home,Cash-Out Refinance,CA,863303,1,0,0,0.592,Current,172.25,2027-05-01
FMAC-00852,641,87.26,42.94,265784,323,6.893,1,Primary,Purchase,TX,800534,2,0,1,0.325,Current,55.37,2027-05-02
FMAC-00853,635,88.25,50.96,316836,111,5.761,4,Primary,Purchase,NY,1003152,2,0,1,0.421,Foreclosure,66.01,2027-05-03
FMAC-00854,763,57.51,26.93,568161,258,7.416,1,Primary,Purchase,NY,1023676,2,0,0,0.507,Current,118.37,2027-05-04
FMAC-00855,779,96.18,34.34,230534,89,7.144,1,Second Home,Purchase,CA,701076,2,0,0,0.389,Current,48.03,2027-05-05
FMAC-00856,640,81.92,36.49,926462,198,4.711,1,Primary,Purchase,FL,904350,2,0,0,0.461,Current,193.01,2027-05-06
FMAC-00857,621,72.46,24.04,803879,282,6.822,1,Primary,Purchase,FL,893629,2,0,1,0.417,Current,167.47,2027-05-07
FMAC-00858,712,80.15,43.91,922843,200,4.481,1,Investment,Refinance,IL,769037,2,0,0,0.409,Current,192.26,2027-05-08
FMAC-00859,641,51.36,30.76,266278,99,5.835,1,Investment,Purchase,TX,366714,2,0,0,0.454,Current,55.47,2027-05-09
FMAC-00860,724,84.13,36.05,177469,27,6.486,3,Primary,Refinance,PA,329810,2,0,1,0.32,30-Day DQ,36.97,2027-05-10
FMAC-00861,694,62.56,33.48,651238,89,8.716,1,Primary,Purchase,NC,147907,2,0,0,0.424,Current,135.67,2027-05-11
FMAC-00862,573,57.71,30.11,475739,146,6.881,1,Primary,Purchase,NC,436802,1,0,0,0.34,Current,99.11,2027-05-12
FMAC-00863,788,55.16,37.93,534142,182,5.579,1,Second Home,Purchase,FL,146371,1,0,0,0.482,Current,111.28,2027-05-13
FMAC-00864,805,94.69,35.84,220749,257,6.119,1,Primary,Refinance,CA,1028495,1,6,1,0.411,Current,45.99,2027-05-14
FMAC-00865,637,68.56,34.28,811188,189,7.609,1,Primary,Refinance,TX,649175,2,3,1,0.434,30-Day DQ,169.0,2027-05-15
FMAC-00866,652,101.01,30.72,226161,240,5.596,1,Primary,Refinance,OH,638147,2,0,1,0.558,Current,47.12,2027-05-16
FMAC-00867,700,69.96,41.2,477797,359,7.816,3,Primary,Purchase,AZ,1041144,1,12,1,0.416,Current,99.54,2027-05-17
FMAC-00868,703,52.39,54.54,485123,196,5.872,1,Primary,Refinance,TX,584284,1,0,0,0.395,Current,101.07,2027-05-18
FMAC-00869,726,61.25,39.4,478825,297,5.402,1,Primary,Refinance,IL,597981,1,0,1,0.428,Current,99.76,2027-05-19
FMAC-00870,820,96.54,47.96,786513,165,5.911,1,Primary,Purchase,PA,284307,2,0,0,0.7,Paid Off,163.86,2027-05-20
FMAC-00871,667,75.66,24.1,916971,307,4.56,1,Primary,Purchase,PA,596372,2,2,1,0.612,Current,191.04,2027-05-21
FMAC-00872,624,69.78,39.58,517359,271,3.893,2,Primary,Purchase,NY,967414,2,0,1,0.524,Current,107.78,2027-05-22
FMAC-00873,583,80.4,27.03,102936,8,6.401,1,Second Home,Refinance,GA,908344,2,1,1,0.387,Current,21.45,2027-05-23
FMAC-00874,628,85.53,23.23,916614,38,6.419,1,Second Home,Purchase,GA,854927,2,2,0,0.299,Current,190.96,2027-05-24
FMAC-00875,677,94.76,30.61,581477,114,6.808,1,Primary,Refinance,NY,744927,1,0,0,0.541,Current,121.14,2027-05-25
FMAC-00876,805,99.73,49.92,310596,339,6.395,1,Primary,Purchase,IL,266587,2,0,1,0.373,Foreclosure,64.71,2027-05-26
FMAC-00877,643,72.6,47.5,699330,56,9.295,1,Primary,Purchase,PA,508632,2,0,0,0.434,Current,145.69,2027-05-27
FMAC-00878,695,58.11,40.43,879595,359,6.702,1,Primary,Purchase,GA,274847,2,0,1,0.515,30-Day DQ,183.25,2027-05-28
FMAC-00879,678,71.8,22.67,862046,138,4.848,1,Primary,Refinance,GA,464211,2,0,0,0.641,Current,179.59,2027-05-29
FMAC-00880,763,81.9,36.04,257129,102,5.156,1,Primary,Purchase,AZ,339891,2,0,0,0.57,60-Day DQ,53.57,2027-05-30
FMAC-00881,850,63.54,41.02,747897,334,6.5,1,Primary,Purchase,GA,919432,2,0,0,0.419,Current,155.81,2027-05-31
FMAC-00882,642,63.64,39.76,626707,177,5.977,1,Primary,Refinance,PA,937685,2,0,1,0.463,Current,130.56,2027-06-01
FMAC-00883,645,83.16,19.56,810351,169,5.026,1,Investment,Purchase,IL,735136,2,0,0,0.501,Paid Off,168.82,2027-06-02
FMAC-00884,753,77.27,29.1,725499,339,6.429,1,Second Home,Purchase,OH,745209,2,0,0,0.416,Current,151.15,2027-06-03
FMAC-00885,727,78.49,37.36,464906,286,6.447,3,Primary,Purchase,FL,345398,1,0,1,0.28,Current,96.86,2027-06-04
FMAC-00886,809,66.62,43.36,285671,261,8.415,1,Primary,Purchase,TX,437330,2,0,0,0.148,90+ DQ,59.51,2027-06-05
FMAC-00887,720,74.54,16.04,605122,223,5.401,1,Primary,Purchase,CA,322832,2,0,0,0.56,Current,126.07,2027-06-06
FMAC-00888,654,64.14,36.38,374358,199,5.999,1,Primary,Purchase,NC,692237,1,3,0,0.442,Current,77.99,2027-06-07
FMAC-00889,721,91.35,39.43,828294,211,8.411,1,Primary,Purchase,TX,129854,1,0,1,0.46,60-Day DQ,172.56,2027-06-08
FMAC-00890,757,93.53,46.5,334870,287,6.894,1,Primary,Purchase,AZ,743913,1,0,0,0.386,Paid Off,69.76,2027-06-09
FMAC-00891,737,50.31,44.93,573244,180,5.394,1,Investment,Cash-Out Refinance,GA,529581,2,1,0,0.484,30-Day DQ,119.43,2027-06-10
FMAC-00892,715,64.06,43.83,856646,250,5.642,1,Primary,Purchase,IL,952588,2,0,0,0.567,Current,178.47,2027-06-11
FMAC-00893,754,55.55,30.0,606701,231,5.043,1,Second Home,Purchase,OH,221232,1,0,0,0.654,Current,126.4,2027-06-12
FMAC-00894,761,68.25,18.92,613793,23,6.593,1,Primary,Purchase,NC,812084,1,0,0,0.405,Current,127.87,2027-06-13
FMAC-00895,776,76.75,34.07,856041,48,7.737,2,Primary,Purchase,NY,377599,2,1,1,0.291,Current,178.34,2027-06-14
FMAC-00896,725,56.26,48.02,213177,109,8.457,1,Primary,Cash-Out Refinance,OH,843106,1,3,0,0.483,90+ DQ,44.41,2027-06-15
FMAC-00897,668,64.17,51.93,279176,296,4.716,1,Primary,Refinance,FL,1065177,1,0,0,0.483,Current,58.16,2027-06-16
FMAC-00898,690,62.94,45.11,470447,6,7.543,3,Second Home,Purchase,GA,899111,2,0,0,0.35,Current,98.01,2027-06-17
FMAC-00899,764,81.11,42.29,580850,38,6.697,1,Primary,Refinance,CA,127429,2,2,0,0.392,Current,121.01,2027-06-18
FMAC-00900,622,79.04,41.8,194897,169,6.186,1,Primary,Purchase,NC,380217,1,0,1,0.381,Paid Off,40.6,2027-06-19
FMAC-00901,705,67.17,32.44,138408,356,5.999,1,Primary,Cash-Out Refinance,GA,694495,2,0,0,0.537,Current,28.83,2027-06-20
FMAC-00902,652,80.65,36.7,248751,283,4.195,1,Primary,Cash-Out Refinance,NC,130365,1,0,0,0.398,Paid Off,51.82,2027-06-21
FMAC-00903,682,69.8,54.69,196908,203,7.266,1,Primary,Refinance,CA,1073432,2,0,0,0.42,Paid Off,41.02,2027-06-22
FMAC-00904,769,73.93,28.57,325993,325,4.917,1,Primary,Purchase,FL,867263,1,0,0,0.528,Foreclosure,67.92,2027-06-23
FMAC-00905,693,103.1,54.15,310168,313,5.602,1,Investment,Purchase,NY,960885,1,0,1,0.416,Foreclosure,64.62,2027-06-24
FMAC-00906,683,98.11,34.78,684019,273,7.002,1,Primary,Purchase,PA,206657,2,0,1,0.579,90+ DQ,142.5,2027-06-25
FMAC-00907,584,58.51,51.25,585421,244,4.32,1,Primary,Purchase,IL,1156360,2,0,1,0.617,60-Day DQ,121.96,2027-06-26
FMAC-00908,732,90.45,23.93,931563,327,4.915,1,Primary,Purchase,OH,1116466,1,0,0,0.458,Current,194.08,2027-06-27
FMAC-00909,725,90.17,43.86,930712,47,7.962,1,Primary,Cash-Out Refinance,TX,351428,1,0,1,0.371,Current,193.9,2027-06-28
FMAC-00910,831,60.78,30.63,882194,249,6.646,1,Primary,Purchase,NY,745201,2,0,0,0.524,Current,183.79,2027-06-29
FMAC-00911,658,90.28,23.85,197798,79,5.705,1,Second Home,Refinance,NY,620715,2,0,0,0.48,Current,41.21,2027-06-30
FMAC-00912,695,101.07,40.19,721142,110,6.651,1,Primary,Refinance,AZ,243363,1,3,1,0.574,Current,150.24,2027-07-01
FMAC-00913,697,61.16,48.09,317902,13,7.303,1,Primary,Cash-Out Refinance,NC,577678,2,0,0,0.465,Current,66.23,2027-07-02
FMAC-00914,790,64.24,29.55,400847,90,7.85,1,Primary,Purchase,NC,912586,1,0,0,0.411,Foreclosure,83.51,2027-07-03
FMAC-00915,673,93.26,23.01,554650,342,5.165,1,Investment,Purchase,AZ,605092,2,0,1,0.518,Current,115.55,2027-07-04
FMAC-00916,699,82.07,37.08,143079,348,5.27,1,Investment,Refinance,OH,333420,1,0,0,0.804,Current,29.81,2027-07-05
FMAC-00917,722,86.27,37.13,625865,280,7.23,1,Primary,Refinance,NC,398345,1,0,0,0.309,30-Day DQ,130.39,2027-07-06
FMAC-00918,693,83.11,43.48,867646,221,7.268,1,Primary,Cash-Out Refinance,PA,532695,1,0,0,0.3,Current,180.76,2027-07-07
FMAC-00919,648,83.86,47.5,390258,73,4.887,1,Primary,Refinance,IL,313869,2,0,0,0.48,Current,81.3,2027-07-08
FMAC-00920,693,58.1,37.41,562450,234,5.315,1,Investment,Purchase,TX,561811,2,12,1,0.628,90+ DQ,117.18,2027-07-09
FMAC-00921,755,93.71,56.56,929662,260,6.268,1,Primary,Purchase,TX,787094,2,0,1,0.203,Current,193.68,2027-07-10
FMAC-00922,608,95.54,40.24,596379,113,6.528,1,Primary,Purchase,CA,844287,1,0,1,0.248,Current,124.25,2027-07-11
FMAC-00923,689,74.56,34.54,768340,46,6.562,1,Primary,Refinance,CA,199978,1,0,0,0.398,Current,160.07,2027-07-12
FMAC-00924,630,77.35,21.88,147194,274,4.869,1,Primary,Refinance,IL,1191144,2,0,0,0.717,Current,30.67,2027-07-13
FMAC-00925,763,55.03,35.37,551022,43,6.55,1,Primary,Refinance,GA,781153,1,0,0,0.441,60-Day DQ,114.8,2027-07-14
FMAC-00926,573,85.71,34.64,192333,208,5.639,2,Investment,Cash-Out Refinance,GA,804825,2,0,0,0.358,Current,40.07,2027-07-15
FMAC-00927,640,86.58,47.6,642080,349,5.1,1,Primary,Refinance,NY,846201,1,0,1,0.578,Paid Off,133.77,2027-07-16
FMAC-00928,706,77.07,42.62,125807,103,6.487,1,Second Home,Purchase,NY,816743,2,0,1,0.607,Current,26.21,2027-07-17
FMAC-00929,789,94.87,26.21,597513,124,6.364,1,Primary,Purchase,AZ,641055,2,0,1,0.382,Current,124.48,2027-07-18
FMAC-00930,675,72.99,39.72,467410,10,7.462,1,Investment,Cash-Out Refinance,FL,400796,2,0,0,0.447,Foreclosure,97.38,2027-07-19
FMAC-00931,641,86.47,44.72,740501,329,5.467,1,Second Home,Purchase,CA,184244,1,1,1,0.497,Paid Off,154.27,2027-07-20
FMAC-00932,811,62.71,53.28,589698,187,6.782,1,Primary,Purchase,FL,506599,1,0,0,0.486,Current,122.85,2027-07-21
FMAC-00933,578,77.65,46.88,708580,31,4.618,1,Investment,Purchase,NC,422233,2,0,1,0.469,Current,147.62,2027-07-22
FMAC-00934,526,75.38,45.61,727272,156,6.17,1,Primary,Purchase,TX,1175016,2,0,1,0.516,30-Day DQ,151.52,2027-07-23
FMAC-00935,710,81.38,38.6,618065,60,7.056,1,Primary,Purchase,NY,842126,2,6,1,0.502,Current,128.76,2027-07-24
FMAC-00936,644,72.46,41.88,118346,249,7.158,1,Primary,Cash-Out Refinance,GA,850550,2,1,1,0.485,Current,24.66,2027-07-25
FMAC-00937,608,76.03,50.5,921135,270,7.166,2,Investment,Cash-Out Refinance,IL,247683,2,0,1,0.251,30-Day DQ,191.9,2027-07-26
FMAC-00938,729,90.39,24.67,699265,217,7.465,1,Investment,Cash-Out Refinance,CA,294555,2,3,1,0.258,Current,145.68,2027-07-27
FMAC-00939,697,71.45,34.51,389963,2,5.965,3,Primary,Purchase,TX,1072360,2,0,1,0.392,Current,81.24,2027-07-28
FMAC-00940,640,53.9,30.27,214917,24,7.095,1,Primary,Cash-Out Refinance,OH,1124011,2,12,1,0.443,Current,44.77,2027-07-29
FMAC-00941,590,104.24,41.79,627578,206,8.742,4,Primary,Cash-Out Refinance,IL,926965,2,0,1,0.406,Foreclosure,130.75,2027-07-30
FMAC-00942,741,98.72,50.3,454695,320,5.939,1,Second Home,Cash-Out Refinance,FL,461970,2,0,0,0.357,Current,94.73,2027-07-31
FMAC-00943,725,58.62,32.03,503915,199,8.156,1,Primary,Refinance,PA,1019029,2,0,1,0.406,30-Day DQ,104.98,2027-08-01
FMAC-00944,673,88.35,14.1,255324,356,7.552,1,Primary,Refinance,FL,771813,2,0,0,0.492,Current,53.19,2027-08-02
FMAC-00945,809,70.46,33.88,738653,114,6.18,2,Primary,Purchase,CA,995176,2,0,0,0.52,Current,153.89,2027-08-03
FMAC-00946,605,81.95,47.13,723784,280,6.281,1,Primary,Cash-Out Refinance,IL,119507,2,0,0,0.403,Current,150.79,2027-08-04
FMAC-00947,573,82.41,43.38,583150,155,6.642,1,Primary,Purchase,PA,834756,2,0,1,0.397,Current,121.49,2027-08-05
FMAC-00948,631,74.48,42.28,923521,165,7.484,2,Primary,Purchase,NC,1045410,1,0,1,0.271,Current,192.4,2027-08-06
FMAC-00949,676,66.24,35.2,585180,222,6.983,1,Primary,Cash-Out Refinance,OH,566401,1,0,0,0.595,Current,121.91,2027-08-07
FMAC-00950,697,67.64,25.21,489824,91,5.93,1,Investment,Purchase,FL,589774,2,2,1,0.51,Current,102.05,2027-08-08
FMAC-00951,663,64.26,43.15,470857,167,4.002,2,Primary,Purchase,OH,862431,2,2,1,0.379,30-Day DQ,98.1,2027-08-09
FMAC-00952,704,65.52,29.66,277345,207,7.307,1,Investment,Cash-Out Refinance,IL,836809,1,6,0,0.53,Current,57.78,2027-08-10
FMAC-00953,592,76.99,59.84,883051,282,4.181,1,Primary,Cash-Out Refinance,TX,421660,2,0,1,0.599,30-Day DQ,183.97,2027-08-11
FMAC-00954,781,67.26,43.71,682294,65,4.861,1,Primary,Purchase,IL,956922,1,0,0,0.625,Current,142.14,2027-08-12
FMAC-00955,674,88.23,32.19,850759,4,6.017,1,Primary,Cash-Out Refinance,GA,133512,1,0,1,0.403,Current,177.24,2027-08-13
FMAC-00956,758,100.31,31.89,298980,157,5.043,1,Second Home,Purchase,PA,1160978,2,0,1,0.456,Current,62.29,2027-08-14
FMAC-00957,703,69.3,37.07,554869,249,6.881,3,Second Home,Purchase,TX,744052,2,0,0,0.343,Current,115.6,2027-08-15
FMAC-00958,711,81.59,35.6,356923,257,6.145,1,Primary,Purchase,FL,764576,1,0,1,0.666,Current,74.36,2027-08-16
FMAC-00959,719,85.5,49.17,524256,235,7.442,1,Primary,Purchase,NC,345739,2,2,0,0.352,Current,109.22,2027-08-17
FMAC-00960,711,85.08,39.86,830190,306,4.571,1,Primary,Purchase,OH,1179626,1,0,1,0.422,Current,172.96,2027-08-18
FMAC-00961,724,79.14,30.68,529541,74,5.706,1,Primary,Purchase,IL,150093,2,3,1,0.407,Current,110.32,2027-08-19
FMAC-00962,773,89.14,56.9,589163,187,6.505,1,Second Home,Cash-Out Refinance,AZ,105050,1,0,0,0.407,Paid Off,122.74,2027-08-20
FMAC-00963,693,85.23,38.49,888062,62,6.551,1,Primary,Refinance,CA,1148522,1,0,0,0.594,30-Day DQ,185.01,2027-08-21
FMAC-00964,729,59.44,45.69,719724,337,7.333,1,Primary,Cash-Out Refinance,FL,933148,2,0,0,0.434,Current,149.94,2027-08-22
FMAC-00965,673,91.04,31.92,747538,164,5.402,1,Primary,Refinance,CA,215455,2,0,1,0.607,Paid Off,155.74,2027-08-23
FMAC-00966,780,91.31,41.63,493151,56,5.938,1,Investment,Purchase,TX,495654,1,3,0,0.491,Current,102.74,2027-08-24
FMAC-00967,632,66.55,41.11,889216,111,7.109,1,Primary,Cash-Out Refinance,GA,616929,2,0,1,0.398,30-Day DQ,185.25,2027-08-25
FMAC-00968,806,78.57,19.1,758387,218,3.862,1,Primary,Cash-Out Refinance,FL,995118,1,0,0,0.441,Current,158.0,2027-08-26
FMAC-00969,677,88.25,58.15,531069,240,6.962,1,Primary,Purchase,GA,671719,2,0,0,0.581,Current,110.64,2027-08-27
FMAC-00970,579,74.86,50.91,147359,21,7.417,1,Primary,Purchase,GA,1124627,1,0,0,0.502,Current,30.7,2027-08-28
FMAC-00971,688,94.09,34.03,283460,141,4.9,1,Primary,Refinance,NC,378904,2,0,1,0.612,Current,59.05,2027-08-29
FMAC-00972,632,105.0,26.98,945040,265,6.122,1,Investment,Refinance,TX,1095118,2,0,1,0.548,Current,196.88,2027-08-30
FMAC-00973,738,66.21,41.48,357255,139,8.291,1,Primary,Cash-Out Refinance,IL,143815,2,0,0,0.297,Current,74.43,2027-08-31
FMAC-00974,634,57.28,38.87,243384,70,7.292,1,Primary,Purchase,AZ,125634,2,0,1,0.435,Current,50.71,2027-09-01
FMAC-00975,648,82.56,41.56,864681,118,7.036,1,Primary,Purchase,PA,1195149,2,0,1,0.527,Current,180.14,2027-09-02
FMAC-00976,547,88.82,39.92,366305,198,7.689,1,Primary,Refinance,GA,1046152,2,1,1,0.487,60-Day DQ,76.31,2027-09-03
FMAC-00977,648,74.54,43.06,210466,205,8.665,1,Primary,Refinance,TX,553413,1,0,0,0.369,Current,43.85,2027-09-04
FMAC-00978,510,99.8,52.47,409457,214,6.522,1,Primary,Purchase,NC,908391,2,0,1,0.637,60-Day DQ,85.3,2027-09-05
FMAC-00979,569,57.92,43.68,261446,56,6.011,1,Primary,Purchase,FL,114570,2,0,1,0.513,Current,54.47,2027-09-06
